"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 09, 2015","242.20","228.20","243.40","225.20","356.65K","11.00%"
"Jul 08, 2015","218.20","223.80","225.00","217.60","145.84K","-3.92%"
"Jul 07, 2015","227.10","223.80","227.20","219.40","200.81K","1.75%"
"Jul 06, 2015","223.20","215.20","225.00","209.20","142.82K","2.57%"
"Jul 02, 2015","217.60","220.80","221.40","215.30","104.31K","-1.09%"
"Jul 01, 2015","220.00","224.60","225.80","217.80","148.00K","-1.26%"
"Jun 30, 2015","222.80","213.80","223.80","213.00","213.45K","5.49%"
"Jun 29, 2015","211.20","212.20","221.60","208.40","216.33K","-5.33%"
"Jun 26, 2015","223.10","222.20","225.20","219.20","194.72K","0.36%"
"Jun 25, 2015","222.30","226.80","228.60","218.00","219.47K","-0.67%"
"Jun 24, 2015","223.80","221.00","229.00","219.80","386.25K","0.72%"
"Jun 23, 2015","222.20","201.60","223.20","201.60","502.47K","11.55%"
"Jun 22, 2015","199.20","189.80","200.00","189.40","236.36K","6.18%"
"Jun 19, 2015","187.60","190.00","191.40","187.60","313.93K","-1.57%"
"Jun 18, 2015","190.60","183.40","191.00","183.00","194.02K","4.38%"
"Jun 17, 2015","182.60","179.60","182.75","179.00","120.30K","1.67%"
"Jun 16, 2015","179.60","177.20","180.80","177.00","115.24K","1.24%"
"Jun 15, 2015","177.40","177.20","178.60","174.40","99.30K","-0.50%"
"Jun 12, 2015","178.30","179.20","180.00","178.00","73.87K","-0.83%"
"Jun 11, 2015","179.80","180.20","180.70","177.60","67.93K","0.06%"
"Jun 10, 2015","179.70","179.80","181.40","177.40","120.08K","0.39%"
"Jun 09, 2015","179.00","179.80","179.80","176.60","92.14K","1.02%"
"Jun 08, 2015","177.20","175.80","180.20","175.40","108.86K","0.62%"
"Jun 05, 2015","176.10","174.60","176.20","167.40","110.95K","0.51%"
"Jun 04, 2015","175.20","177.60","179.40","173.00","88.72K","-1.68%"
"Jun 03, 2015","178.20","178.60","179.80","176.80","97.48K","0.22%"
"Jun 02, 2015","177.80","177.80","179.00","174.80","215.81K","-0.50%"
"Jun 01, 2015","178.70","181.80","182.60","176.00","271.70K","-0.72%"
"May 29, 2015","180.00","176.40","180.40","176.00","147.28K","1.81%"
"May 28, 2015","176.80","179.00","181.00","174.00","338.42K","-1.67%"
"May 27, 2015","179.80","178.80","180.00","176.40","105.95K","1.12%"
"May 26, 2015","177.80","176.60","178.40","175.40","78.86K","0.23%"
"May 22, 2015","177.40","176.80","179.80","176.20","75.45K","0.11%"
"May 21, 2015","177.20","175.80","178.13","175.00","71.61K","0.23%"
"May 20, 2015","176.80","174.80","178.80","172.20","84.25K","1.14%"
"May 19, 2015","174.80","174.60","176.28","173.10","65.23K","0.23%"
"May 18, 2015","174.40","170.00","175.00","168.60","110.96K","2.11%"
"May 15, 2015","170.80","172.80","173.40","168.60","79.63K","-1.04%"
"May 14, 2015","172.60","170.40","174.80","165.60","118.65K","1.89%"
"May 13, 2015","169.40","171.60","173.40","168.60","94.43K","-0.47%"
"May 12, 2015","170.20","169.40","172.40","166.40","118.06K","-0.12%"
"May 11, 2015","170.40","165.00","171.80","164.60","139.92K","3.52%"
"May 08, 2015","164.60","157.80","166.40","157.00","200.02K","4.31%"
"May 07, 2015","157.80","156.00","159.60","153.60","144.01K","0.13%"
"May 06, 2015","157.60","154.40","159.00","153.00","176.04K","2.87%"
"May 05, 2015","153.20","160.20","161.00","152.00","253.53K","-4.73%"
"May 04, 2015","160.80","159.40","163.40","158.40","152.78K","1.13%"
"May 01, 2015","159.00","156.60","159.20","153.70","177.24K","2.85%"
"Apr 30, 2015","154.60","160.20","163.60","153.00","450.79K","-3.68%"
"Apr 29, 2015","160.50","162.40","167.20","158.00","202.80K","-1.89%"
"Apr 28, 2015","163.60","165.00","168.90","158.60","195.74K","-0.61%"
"Apr 27, 2015","164.60","172.80","177.60","164.40","267.36K","-4.08%"
"Apr 24, 2015","171.60","173.00","176.20","171.60","120.47K","-0.81%"
"Apr 23, 2015","173.00","169.80","173.80","168.00","110.74K","1.65%"
"Apr 22, 2015","170.20","170.00","172.00","165.80","127.17K","1.07%"
"Apr 21, 2015","168.40","167.60","169.40","165.00","141.76K","1.57%"
"Apr 20, 2015","165.80","162.40","166.40","160.00","138.33K","2.73%"
"Apr 17, 2015","161.40","163.40","165.00","159.00","346.81K","-1.94%"
"Apr 16, 2015","164.60","164.80","168.08","164.00","132.70K","-0.48%"
"Apr 15, 2015","165.40","166.00","167.80","164.90","127.13K","0.98%"
"Apr 14, 2015","163.80","166.00","168.40","161.80","133.13K","-1.56%"
"Apr 13, 2015","166.40","167.60","171.60","165.60","123.20K","-0.36%"
"Apr 10, 2015","167.00","164.40","168.40","163.40","105.36K","1.95%"
"Apr 09, 2015","163.80","163.40","166.20","159.00","108.68K","0.24%"
"Apr 08, 2015","163.40","160.80","165.40","160.60","133.42K","2.00%"
"Apr 07, 2015","160.20","158.60","164.00","158.20","154.13K","2.56%"
"Apr 06, 2015","156.20","158.40","159.80","155.00","172.22K","-1.64%"
"Apr 02, 2015","158.80","166.00","166.20","158.00","224.76K","-4.34%"
"Apr 01, 2015","166.00","164.80","166.40","158.40","230.02K","0.36%"
"Mar 31, 2015","165.40","170.60","172.00","165.40","201.37K","-4.28%"
"Mar 30, 2015","172.80","171.60","177.60","167.00","404.26K","5.11%"
"Mar 27, 2015","164.40","153.60","166.00","153.60","450.77K","8.44%"
"Mar 26, 2015","151.60","147.20","154.10","147.00","1.01M","-5.01%"
"Mar 25, 2015","159.60","175.80","179.00","158.00","453.51K","-13.73%"
"Mar 24, 2015","185.00","191.00","194.00","184.00","206.13K","-3.14%"
"Mar 23, 2015","191.00","192.00","192.60","186.60","149.83K","-0.31%"
"Mar 20, 2015","191.60","194.40","199.00","191.00","436.64K","-1.34%"
"Mar 19, 2015","194.20","187.80","195.00","185.00","177.98K","2.53%"
"Mar 18, 2015","189.40","187.80","191.80","184.40","154.72K","0.42%"
"Mar 17, 2015","188.60","188.20","191.20","186.00","146.62K","0.21%"
"Mar 16, 2015","188.20","186.60","190.00","185.00","210.59K","1.29%"
"Mar 13, 2015","185.80","184.80","188.00","180.20","191.66K","0.00%"
"Mar 12, 2015","185.80","181.20","186.80","179.87","196.00K","3.05%"
"Mar 11, 2015","180.30","181.20","184.20","177.60","188.91K","-0.06%"
"Mar 10, 2015","180.40","173.20","183.40","172.60","175.91K","2.62%"
"Mar 09, 2015","175.80","177.20","178.00","170.60","157.70K","-0.11%"
"Mar 06, 2015","176.00","177.40","179.40","173.10","182.20K","-1.57%"
"Mar 05, 2015","178.80","177.80","184.34","177.00","217.78K","1.25%"
"Mar 04, 2015","176.60","170.00","177.80","167.20","190.05K","3.03%"
"Mar 03, 2015","171.40","177.00","177.80","167.60","542.98K","-3.92%"
"Mar 02, 2015","178.40","180.60","182.00","173.80","319.13K","-2.51%"
"Feb 27, 2015","183.00","173.00","185.00","170.20","263.08K","-1.72%"
"Feb 26, 2015","186.20","186.80","188.19","180.80","174.46K","-0.21%"
"Feb 25, 2015","186.60","185.00","188.40","168.00","355.14K","0.21%"
"Feb 24, 2015","186.20","189.60","192.80","182.20","287.44K","-1.90%"
"Feb 23, 2015","189.80","192.60","196.60","188.30","324.23K","-0.21%"
"Feb 20, 2015","190.20","185.40","194.00","183.20","233.29K","2.81%"
"Feb 19, 2015","185.00","180.00","187.20","180.00","166.74K","1.98%"
"Feb 18, 2015","181.40","176.40","182.00","176.00","226.77K","2.83%"
"Feb 17, 2015","176.40","178.40","184.50","174.20","364.36K","0.23%"
"Feb 13, 2015","176.00","168.00","176.80","164.80","277.46K","4.76%"
"Feb 12, 2015","168.00","168.00","169.80","164.80","158.90K","1.94%"
"Feb 11, 2015","164.80","164.60","171.00","161.80","181.07K","-0.42%"
"Feb 10, 2015","165.50","162.40","167.00","160.80","129.88K","3.05%"
"Feb 09, 2015","160.60","159.60","164.00","156.60","137.34K","0.75%"
"Feb 06, 2015","159.40","162.60","166.40","158.00","244.57K","-0.13%"
"Feb 05, 2015","159.60","154.60","159.80","153.00","176.93K","3.37%"
"Feb 04, 2015","154.40","148.20","156.30","145.40","202.03K","3.35%"
"Feb 03, 2015","149.40","153.80","155.20","140.60","284.50K","-3.24%"
"Feb 02, 2015","154.40","156.00","159.60","151.20","236.73K","-1.15%"
"Jan 30, 2015","156.20","156.40","161.40","154.80","244.30K","-0.64%"
"Jan 29, 2015","157.20","154.00","158.20","148.20","158.35K","2.75%"
"Jan 28, 2015","153.00","158.00","161.20","152.20","291.35K","-2.17%"
"Jan 27, 2015","156.40","150.00","158.30","150.00","256.41K","2.89%"
"Jan 26, 2015","152.00","147.80","154.00","147.40","206.76K","3.12%"
"Jan 23, 2015","147.40","147.60","148.80","142.80","159.10K","0.14%"
"Jan 22, 2015","147.20","143.00","147.20","136.40","295.82K","3.52%"
"Jan 21, 2015","142.20","145.40","154.80","139.40","540.34K","-2.47%"
"Jan 20, 2015","145.80","138.20","148.60","137.40","672.32K","7.05%"
"Jan 16, 2015","136.20","122.40","138.40","121.20","2.02M","9.84%"
"Jan 15, 2015","124.00","119.80","130.40","118.20","742.47K","6.35%"
"Jan 14, 2015","116.60","122.00","123.60","116.30","286.89K","-5.97%"
"Jan 13, 2015","124.00","130.00","131.50","121.60","208.15K","-3.28%"
"Jan 12, 2015","128.20","127.20","131.80","125.40","230.94K","1.58%"
"Jan 09, 2015","126.20","121.00","129.60","120.60","370.96K","6.05%"
"Jan 08, 2015","119.00","119.00","120.00","117.20","107.98K","0.85%"
"Jan 07, 2015","118.00","115.80","118.00","115.00","69.58K","2.79%"
"Jan 06, 2015","114.80","118.20","119.80","113.60","189.48K","-2.05%"
"Jan 05, 2015","117.20","114.60","119.14","112.40","142.09K","1.74%"
"Jan 02, 2015","115.20","118.00","120.80","114.00","186.45K","-2.87%"
"Dec 31, 2014","118.60","116.80","119.40","116.40","190.05K","1.89%"
"Dec 30, 2014","116.40","119.60","120.20","116.40","71.24K","-2.68%"
"Dec 29, 2014","119.60","118.40","120.20","118.20","73.21K","1.01%"
"Dec 26, 2014","118.40","117.00","119.40","114.60","60.45K","1.89%"
"Dec 24, 2014","116.20","113.00","117.20","112.80","47.46K","3.20%"
"Dec 23, 2014","112.60","119.00","119.40","112.20","192.11K","-5.22%"
"Dec 22, 2014","118.80","119.00","121.60","117.40","135.78K","-0.50%"
"Dec 19, 2014","119.40","118.20","121.60","116.60","293.76K","0.84%"
"Dec 18, 2014","118.40","120.20","122.80","117.40","169.59K","0.17%"
"Dec 17, 2014","118.20","111.00","118.20","111.00","162.49K","5.54%"
"Dec 16, 2014","112.00","111.60","116.10","110.20","127.86K","-0.53%"
"Dec 15, 2014","112.60","116.40","120.60","112.40","324.60K","-2.26%"
"Dec 12, 2014","115.20","115.80","119.20","115.00","147.16K","-2.87%"
"Dec 11, 2014","118.60","116.00","120.00","115.20","276.40K","3.31%"
"Dec 10, 2014","114.80","113.60","116.71","112.20","253.78K","3.42%"
"Dec 09, 2014","111.00","108.20","111.00","106.00","192.39K","1.09%"
"Dec 08, 2014","109.80","110.00","113.60","108.60","190.97K","0.46%"
"Dec 05, 2014","109.30","107.40","110.00","105.00","116.49K","2.15%"
"Dec 04, 2014","107.00","108.80","110.30","105.60","106.89K","-1.29%"
"Dec 03, 2014","108.40","106.40","110.20","104.60","128.71K","1.88%"
"Dec 02, 2014","106.40","102.80","107.60","102.00","152.08K","4.11%"
"Dec 01, 2014","102.20","106.40","107.80","102.20","113.36K","-4.31%"
"Nov 28, 2014","106.80","108.20","110.60","106.40","69.22K","-1.84%"
"Nov 26, 2014","108.80","104.80","109.00","104.00","107.68K","3.42%"
"Nov 25, 2014","105.20","105.60","105.80","103.40","99.22K","0.19%"
"Nov 24, 2014","105.00","102.00","105.80","100.80","142.63K","2.94%"
"Nov 21, 2014","102.00","102.40","104.20","100.00","142.91K","1.19%"
"Nov 20, 2014","100.80","100.60","101.60","98.60","184.66K","4.13%"
"Nov 19, 2014","96.80","99.60","100.40","96.60","109.19K","-3.39%"
"Nov 18, 2014","100.20","99.60","101.00","97.80","85.09K","2.24%"
"Nov 17, 2014","98.00","105.40","106.20","97.80","218.58K","-7.20%"
"Nov 14, 2014","105.60","103.60","105.80","101.80","119.61K","1.73%"
"Nov 13, 2014","103.80","104.60","106.72","103.60","82.63K","-0.95%"
"Nov 12, 2014","104.80","104.60","105.00","102.60","93.78K","-0.95%"
"Nov 11, 2014","105.80","103.60","107.60","102.40","144.63K","1.54%"
"Nov 10, 2014","104.20","98.80","104.40","98.70","148.93K","5.25%"
"Nov 07, 2014","99.00","102.20","102.20","98.20","190.50K","-3.88%"
"Nov 06, 2014","103.00","103.80","106.20","98.80","168.20K","0.39%"
"Nov 05, 2014","102.60","109.40","111.00","102.40","200.91K","-7.57%"
"Nov 04, 2014","111.00","109.60","112.00","108.00","123.98K","0.54%"
"Nov 03, 2014","110.40","112.00","113.60","108.00","170.13K","-1.43%"
"Oct 31, 2014","112.00","113.20","113.80","110.20","243.14K","-0.53%"
"Oct 30, 2014","112.60","114.80","115.00","111.20","311.39K","4.07%"
"Oct 29, 2014","108.20","110.00","111.00","106.20","250.76K","-1.28%"
"Oct 28, 2014","109.60","114.00","116.40","108.40","549.29K","-5.52%"
"Oct 27, 2014","116.00","109.40","117.00","105.40","1.17M","13.06%"
"Oct 24, 2014","102.60","100.40","105.00","99.80","287.79K","2.81%"
"Oct 23, 2014","99.80","98.40","101.40","96.60","137.97K","2.89%"
"Oct 22, 2014","97.00","99.60","100.60","96.80","147.87K","-2.81%"
"Oct 21, 2014","99.80","100.80","101.00","98.40","89.04K","-0.40%"
"Oct 20, 2014","100.20","97.00","100.80","96.40","136.66K","2.66%"
"Oct 17, 2014","97.60","103.80","103.80","97.00","250.74K","-5.52%"
"Oct 16, 2014","103.30","91.00","106.40","89.20","463.10K","10.13%"
"Oct 15, 2014","93.80","87.40","94.20","86.40","260.98K","4.45%"
"Oct 14, 2014","89.80","86.00","92.80","85.00","293.67K","6.15%"
"Oct 13, 2014","84.60","88.20","89.60","82.00","229.97K","-3.86%"
"Oct 10, 2014","88.00","86.60","91.80","86.60","217.07K","-0.23%"
"Oct 09, 2014","88.20","91.40","92.60","87.40","203.11K","-3.50%"
"Oct 08, 2014","91.40","86.60","91.60","86.40","331.82K","5.54%"
"Oct 07, 2014","86.60","85.20","91.80","83.50","334.16K","3.10%"
"Oct 06, 2014","84.00","83.20","86.00","81.50","148.14K","2.19%"
"Oct 03, 2014","82.20","82.40","82.60","79.40","101.53K","1.48%"
"Oct 02, 2014","81.00","82.00","83.60","78.40","151.12K","-1.70%"
"Oct 01, 2014","82.40","83.40","83.60","80.40","195.07K","-1.20%"
"Sep 30, 2014","83.40","86.20","87.00","83.20","195.77K","-3.47%"
"Sep 29, 2014","86.40","83.20","86.40","81.60","127.88K","3.10%"
"Sep 26, 2014","83.80","83.80","84.60","83.00","98.55K","0.96%"
"Sep 25, 2014","83.00","86.00","86.90","80.60","242.93K","-4.16%"
"Sep 24, 2014","86.60","86.20","88.10","86.20","131.93K","0.93%"
"Sep 23, 2014","85.80","89.40","89.80","85.40","158.00K","-0.23%"
"Sep 22, 2014","86.00","88.00","89.60","85.00","121.58K","-2.71%"
"Sep 19, 2014","88.40","90.00","90.80","87.00","240.78K","-1.34%"
"Sep 18, 2014","89.60","92.20","92.50","88.00","133.15K","-2.40%"
"Sep 17, 2014","91.80","90.60","93.10","90.60","141.41K","2.00%"
"Sep 16, 2014","90.00","90.40","91.20","89.00","109.62K","-0.44%"
"Sep 15, 2014","90.40","95.60","95.60","90.20","131.51K","-5.04%"
"Sep 12, 2014","95.20","96.20","96.80","94.40","79.17K","-1.24%"
"Sep 11, 2014","96.40","95.60","96.60","94.20","70.02K","-0.41%"
"Sep 10, 2014","96.80","94.80","97.00","94.60","83.29K","2.11%"
"Sep 09, 2014","94.80","98.40","98.60","94.00","132.27K","-3.27%"
"Sep 08, 2014","98.00","95.80","99.60","95.80","143.02K","3.59%"
"Sep 05, 2014","94.60","94.60","95.60","92.60","112.49K","-0.42%"
"Sep 04, 2014","95.00","95.80","97.20","93.80","110.79K","-0.42%"
"Sep 03, 2014","95.40","98.00","98.40","94.40","204.93K","-2.25%"
"Sep 02, 2014","97.60","95.00","97.80","94.00","217.55K","4.05%"
"Aug 29, 2014","93.80","92.40","94.20","91.20","73.19K","1.52%"
"Aug 28, 2014","92.40","94.20","95.40","92.40","90.26K","-2.33%"
"Aug 27, 2014","94.60","95.60","96.60","94.20","98.76K","-1.25%"
"Aug 26, 2014","95.80","93.80","96.80","93.60","157.40K","2.35%"
"Aug 25, 2014","93.60","91.80","94.60","91.80","136.39K","3.31%"
"Aug 22, 2014","90.60","89.40","91.40","88.20","88.04K","1.12%"
"Aug 21, 2014","89.60","90.60","91.00","89.20","94.25K","-0.67%"
"Aug 20, 2014","90.20","91.20","92.20","90.00","88.43K","-1.96%"
"Aug 19, 2014","92.00","93.80","94.00","90.80","103.47K","-1.71%"
"Aug 18, 2014","93.60","95.20","95.40","92.80","152.94K","0.86%"
"Aug 15, 2014","92.80","95.00","95.60","89.80","197.59K","-0.22%"
"Aug 14, 2014","93.00","89.20","93.40","88.60","223.92K","4.97%"
"Aug 13, 2014","88.60","90.60","90.60","87.40","301.78K","2.07%"
"Aug 12, 2014","86.80","89.00","90.20","86.40","110.78K","-2.91%"
"Aug 11, 2014","89.40","87.40","90.40","86.20","129.29K","3.00%"
"Aug 08, 2014","86.80","84.60","87.40","82.80","141.11K","2.84%"
"Aug 07, 2014","84.40","86.60","87.60","82.00","184.36K","-7.86%"
"Aug 06, 2014","91.60","88.40","93.60","87.28","166.83K","3.15%"
"Aug 05, 2014","88.80","88.40","90.80","87.00","167.06K","0.91%"
"Aug 04, 2014","88.00","86.00","89.80","83.40","143.65K","3.04%"
"Aug 01, 2014","85.40","86.60","87.60","83.80","125.38K","-1.61%"
"Jul 31, 2014","86.80","89.60","90.00","86.00","290.02K","-4.83%"
"Jul 30, 2014","91.20","91.80","92.60","89.60","152.96K","1.33%"
"Jul 29, 2014","90.00","86.20","90.80","85.60","143.76K","4.90%"
"Jul 28, 2014","85.80","87.60","87.80","83.60","93.99K","-2.50%"
"Jul 25, 2014","88.00","89.00","89.20","86.00","92.63K","-1.57%"
"Jul 24, 2014","89.40","91.20","91.80","89.00","97.89K","-1.54%"
"Jul 23, 2014","90.80","87.00","91.00","86.60","139.41K","5.09%"
"Jul 22, 2014","86.40","86.80","88.40","86.00","95.20K","0.47%"
"Jul 21, 2014","86.00","84.20","86.60","82.60","82.56K","1.90%"
"Jul 18, 2014","84.40","81.80","85.00","81.30","127.22K","3.43%"
"Jul 17, 2014","81.60","83.00","84.60","80.20","219.99K","-2.39%"
"Jul 16, 2014","83.60","86.00","86.60","82.60","139.14K","-1.88%"
"Jul 15, 2014","85.20","89.60","90.80","85.00","175.00K","-5.12%"
"Jul 14, 2014","89.80","92.00","92.60","89.40","103.49K","-1.75%"
"Jul 11, 2014","91.40","90.40","93.00","89.60","83.35K","1.11%"
"Jul 10, 2014","90.40","88.20","93.40","86.60","169.69K","-3.42%"
"Jul 09, 2014","93.60","87.20","94.40","84.40","338.81K","7.83%"
"Jul 08, 2014","86.80","94.00","94.20","86.40","300.21K","-8.44%"
"Jul 07, 2014","94.80","100.00","100.40","94.80","169.89K","-5.39%"
"Jul 03, 2014","100.20","100.00","101.40","98.80","61.66K","0.00%"
"Jul 02, 2014","100.20","97.20","100.60","97.20","265.58K","3.09%"
"Jul 01, 2014","97.20","93.00","97.20","92.80","180.04K","5.19%"
"Jun 30, 2014","92.40","92.20","93.60","91.40","113.95K","0.00%"
"Jun 27, 2014","92.40","93.20","94.60","91.20","208.20K","-1.70%"
"Jun 26, 2014","94.00","95.20","95.80","93.00","91.35K","-1.67%"
"Jun 25, 2014","95.60","94.40","96.80","93.20","137.11K","0.74%"
"Jun 24, 2014","94.90","98.00","98.00","94.40","145.71K","-2.97%"
"Jun 23, 2014","97.80","100.20","101.20","96.40","249.81K","-2.20%"
"Jun 20, 2014","100.00","97.20","100.60","96.20","318.40K","3.63%"
"Jun 19, 2014","96.50","94.80","97.00","93.90","243.16K","3.10%"
"Jun 18, 2014","93.60","90.80","93.80","90.00","184.49K","4.23%"
"Jun 17, 2014","89.80","91.60","92.40","89.20","160.13K","-2.39%"
"Jun 16, 2014","92.00","90.00","92.80","89.20","242.73K","2.68%"
"Jun 13, 2014","89.60","91.80","93.20","88.24","298.04K","-1.54%"
"Jun 12, 2014","91.00","88.80","94.00","88.20","291.15K","2.71%"
"Jun 11, 2014","88.60","87.20","90.00","86.20","161.31K","1.26%"
"Jun 10, 2014","87.50","87.60","90.50","85.60","140.91K","-0.11%"
"Jun 09, 2014","87.60","83.00","89.60","82.90","328.24K","5.16%"
"Jun 06, 2014","83.30","82.80","85.20","81.80","1.19M","-7.85%"
"Jun 05, 2014","90.40","93.80","97.20","90.20","290.08K","-11.02%"
"Jun 04, 2014","101.60","95.00","101.80","92.40","235.86K","6.50%"
"Jun 03, 2014","95.40","94.00","98.80","93.00","414.83K","1.06%"
"Jun 02, 2014","94.40","95.20","96.80","92.60","119.25K","0.21%"
"May 30, 2014","94.20","98.00","98.60","92.00","165.64K","-4.07%"
"May 29, 2014","98.20","99.00","100.00","96.40","86.29K","-0.20%"
"May 28, 2014","98.40","101.60","103.00","98.00","155.46K","-4.09%"
"May 27, 2014","102.60","99.60","104.00","98.62","240.23K","5.77%"
"May 23, 2014","97.00","90.80","98.60","90.80","238.71K","7.06%"
"May 22, 2014","90.60","87.40","92.20","87.40","124.53K","3.66%"
"May 21, 2014","87.40","89.00","90.80","86.40","90.06K","-0.91%"
"May 20, 2014","88.20","92.00","93.80","87.60","194.82K","-3.71%"
"May 19, 2014","91.60","83.40","92.60","82.80","277.70K","10.36%"
"May 16, 2014","83.00","84.00","84.60","81.60","144.69K","-0.72%"
"May 15, 2014","83.60","84.40","86.40","80.80","152.97K","-1.65%"
"May 14, 2014","85.00","84.80","89.40","82.40","160.05K","0.47%"
"May 13, 2014","84.60","84.60","86.40","83.20","140.08K","-0.94%"
"May 12, 2014","85.40","80.60","86.80","80.20","220.73K","7.56%"
"May 09, 2014","79.40","76.00","81.00","76.00","149.94K","3.93%"
"May 08, 2014","76.40","78.00","83.00","76.00","169.51K","-4.74%"
"May 07, 2014","80.20","82.60","83.80","77.20","186.38K","-2.43%"
"May 06, 2014","82.20","86.60","87.80","82.00","122.70K","-5.52%"
"May 05, 2014","87.00","85.40","88.00","84.40","110.53K","0.46%"
"May 02, 2014","86.60","87.40","88.80","82.60","215.47K","0.00%"
"May 01, 2014","86.60","87.00","88.60","84.60","173.78K","-1.14%"
"Apr 30, 2014","87.60","90.20","90.60","86.00","241.81K","-2.45%"
"Apr 29, 2014","89.80","85.00","92.60","81.00","475.49K","13.96%"
"Apr 28, 2014","78.80","78.60","80.20","74.00","173.19K","1.29%"
"Apr 25, 2014","77.80","80.60","82.00","77.40","151.45K","-5.81%"
"Apr 24, 2014","82.60","83.80","84.20","78.40","138.01K","-0.96%"
"Apr 23, 2014","83.40","86.80","87.20","81.40","104.23K","-3.25%"
"Apr 22, 2014","86.20","84.40","87.20","84.00","160.91K","3.36%"
"Apr 21, 2014","83.40","80.80","83.50","79.60","115.88K","3.47%"
"Apr 17, 2014","80.60","80.40","84.20","78.20","138.62K","-0.49%"
"Apr 16, 2014","81.00","74.80","81.20","74.80","182.89K","9.76%"
"Apr 15, 2014","73.80","75.00","76.00","66.80","275.69K","-0.81%"
"Apr 14, 2014","74.40","79.20","79.80","72.40","183.53K","-3.38%"
"Apr 11, 2014","77.00","79.60","81.80","73.00","418.61K","-4.70%"
"Apr 10, 2014","80.80","88.00","88.80","80.00","206.95K","-7.34%"
"Apr 09, 2014","87.20","87.00","89.40","83.60","173.28K","0.93%"
"Apr 08, 2014","86.40","84.40","88.40","81.00","241.27K","5.37%"
"Apr 07, 2014","82.00","80.60","85.20","77.80","261.55K","0.24%"
"Apr 04, 2014","81.80","87.40","88.80","81.00","257.60K","-6.41%"
"Apr 03, 2014","87.40","88.00","88.80","86.00","150.33K","-0.34%"
"Apr 02, 2014","87.70","90.40","91.00","86.00","136.44K","-2.56%"
"Apr 01, 2014","90.00","90.40","93.40","88.00","140.93K","-0.66%"
"Mar 31, 2014","90.60","86.00","91.00","85.20","199.27K","6.84%"
"Mar 28, 2014","84.80","86.60","89.40","82.40","194.76K","-1.62%"
"Mar 27, 2014","86.20","87.60","90.60","82.40","258.50K","-2.05%"
"Mar 26, 2014","88.00","91.60","95.20","87.00","342.37K","-1.79%"
"Mar 25, 2014","89.60","85.00","91.20","81.20","372.69K","8.47%"
"Mar 24, 2014","82.60","93.60","94.40","78.80","686.39K","-11.75%"
"Mar 21, 2014","93.60","98.80","100.00","89.20","545.88K","-5.65%"
"Mar 20, 2014","99.20","102.40","104.00","97.20","235.31K","-3.50%"
"Mar 19, 2014","102.80","107.40","108.57","101.30","251.77K","-4.10%"
"Mar 18, 2014","107.20","105.00","109.40","103.20","225.60K","1.90%"
"Mar 17, 2014","105.20","111.80","112.00","101.20","244.24K","-2.05%"
"Mar 14, 2014","107.40","107.00","110.20","103.80","213.87K","-0.56%"
"Mar 13, 2014","108.00","114.20","115.80","106.40","270.72K","-4.76%"
"Mar 12, 2014","113.40","115.20","115.40","110.60","194.72K","-3.90%"
"Mar 11, 2014","118.00","125.40","131.80","117.00","482.02K","0.68%"
"Mar 10, 2014","117.20","120.00","120.20","113.20","217.48K","-1.51%"
"Mar 07, 2014","119.00","122.20","122.80","116.40","171.92K","-1.65%"
"Mar 06, 2014","121.00","127.00","129.40","117.20","217.79K","-5.02%"
"Mar 05, 2014","127.40","129.40","132.90","126.60","182.24K","-0.16%"
"Mar 04, 2014","127.60","128.00","131.00","125.60","674.10K","1.27%"
"Mar 03, 2014","126.00","125.00","127.80","120.20","274.22K","-1.56%"
"Feb 28, 2014","128.00","139.00","139.00","123.80","387.16K","-3.76%"
"Feb 27, 2014","133.00","123.40","138.40","123.40","376.93K","7.78%"
"Feb 26, 2014","123.40","122.20","125.00","119.60","168.96K","1.48%"
"Feb 25, 2014","121.60","122.00","127.00","120.60","186.09K","1.16%"
"Feb 24, 2014","120.20","115.40","123.40","115.20","270.29K","4.34%"
"Feb 21, 2014","115.20","117.60","117.60","114.00","129.43K","-0.17%"
"Feb 20, 2014","115.40","113.80","116.40","111.80","91.83K","1.05%"
"Feb 19, 2014","114.20","115.60","117.20","113.00","114.08K","-1.89%"
"Feb 18, 2014","116.40","114.60","116.80","113.60","111.51K","2.11%"
"Feb 14, 2014","114.00","115.20","117.00","112.20","90.12K","-1.38%"
"Feb 13, 2014","115.60","112.80","116.40","110.00","130.37K","1.05%"
"Feb 12, 2014","114.40","116.40","119.20","113.60","138.54K","-1.55%"
"Feb 11, 2014","116.20","119.40","120.00","115.20","144.48K","-0.17%"
"Feb 10, 2014","116.40","109.40","117.70","109.00","220.94K","8.99%"
"Feb 07, 2014","106.80","105.00","109.00","104.00","151.29K","2.10%"
"Feb 06, 2014","104.60","108.80","109.80","104.20","188.12K","-2.79%"
"Feb 05, 2014","107.60","107.40","108.40","102.20","191.44K","-0.19%"
"Feb 04, 2014","107.80","107.20","111.10","106.80","152.98K","1.70%"
"Feb 03, 2014","106.00","112.00","115.20","104.80","221.99K","-2.57%"
"Jan 31, 2014","108.80","118.80","119.60","108.00","296.08K","-9.48%"
"Jan 30, 2014","120.20","115.00","121.60","114.60","208.10K","5.44%"
"Jan 29, 2014","114.00","115.00","116.80","111.40","150.14K","-1.89%"
"Jan 28, 2014","116.20","113.40","117.40","110.80","191.95K","1.40%"
